name;percent_change;values
XRP Healthcare;7d;-4.02233989
XRP Healthcare;30d;-30.48102523
XRP Healthcare;60d;-59.46676069
XRP Healthcare;90d;-45.79214494
Game7;1h;-0.41234896
Game7;24h;-5.89541857
Game7;7d;-3.12190059
Game7;30d;-28.19762472
Game7;60d;-61.49730831
Game7;90d;-61.49730831
Swarm Markets;1h;-0.62463589
Swarm Markets;24h;-3.61209398
Swarm Markets;7d;-6.27256687
Swarm Markets;30d;-28.41241582
Swarm Markets;60d;-58.84807995
Swarm Markets;90d;-73.50739509
Pepe 2.0 (pepe20.vip);1h;-1.75100698
Pepe 2.0 (pepe20.vip);24h;1.73104468
Pepe 2.0 (pepe20.vip);7d;2.20485567
Pepe 2.0 (pepe20.vip);30d;-1.11440061
Pepe 2.0 (pepe20.vip);60d;-49.1575518
Pepe 2.0 (pepe20.vip);90d;-48.913797
8-Bit Coin;1h;-0.01411207
8-Bit Coin;24h;2.62842451
8-Bit Coin;7d;-19.79183661
8-Bit Coin;30d;-36.24894991
8-Bit Coin;60d;-40.57505804
8-Bit Coin;90d;-23.00966671
AgriDex;1h;-0.01412601
AgriDex;24h;0.87583711
AgriDex;7d;-0.39535698
AgriDex;30d;-16.75962604
AgriDex;60d;-22.76429677
AgriDex;90d;-47.64982567
HyperCycle;1h;-1.10279257
HyperCycle;24h;-3.84810004
HyperCycle;7d;-3.11138846
HyperCycle;30d;-40.18490186
HyperCycle;60d;-80.09138415
HyperCycle;90d;-76.08852208
Morpheus.Network;1h;-0.18442049
Morpheus.Network;24h;-8.32030831
Morpheus.Network;7d;-0.52199467
Morpheus.Network;30d;-45.61161417
Morpheus.Network;60d;-58.44597418
Morpheus.Network;90d;-65.21871221
Stratos;1h;-0.09696387
Stratos;24h;-1.36387433
Stratos;7d;10.44110521
Stratos;30d;-44.45300598
Stratos;60d;-45.31313984
Stratos;90d;-65.84220081
Moonchain;1h;-1.07827136
Moonchain;24h;4.05757776
Moonchain;7d;10.08799621
Moonchain;30d;-28.7907537
Moonchain;60d;-24.54872864
Moonchain;90d;-57.73327811
Bitrue Coin;1h;0.1470437
Bitrue Coin;24h;-0.65002114
Bitrue Coin;7d;-0.73267072
Bitrue Coin;30d;-0.66925227
Bitrue Coin;60d;-29.13910366
Bitrue Coin;90d;-24.80824369
Blendr Network;1h;3.25162881
Blendr Network;24h;-1.66601418
Blendr Network;7d;51.27759304
Blendr Network;30d;-0.71175088
Blendr Network;60d;-53.42010732
Blendr Network;90d;-58.03018165
Zero1 Labs;1h;-0.61632658
Zero1 Labs;24h;-2.10842325
Zero1 Labs;7d;-13.34407598
Zero1 Labs;30d;-46.92136
Zero1 Labs;60d;-74.26889594
Zero1 Labs;90d;-89.68916534
Top Hat;1h;-2.62007173
Top Hat;24h;16.54235513
Top Hat;7d;3.24378642
Top Hat;30d;-38.17708701
Top Hat;60d;-91.18289378
Top Hat;90d;-93.77158174
Obyte;1h;-0.48534233
Obyte;24h;-2.78023806
Obyte;7d;6.20403129
Obyte;30d;5.32152286
Obyte;60d;-7.0987756
Obyte;90d;-5.12792864
Fluence;1h;-1.96960545
Fluence;24h;5.19140876
Fluence;7d;12.95209097
Fluence;30d;-51.58232212
Fluence;60d;-70.0527502
Fluence;90d;-76.59442017
Muhdo Hub;1h;-1.60427974
Muhdo Hub;24h;-2.20780039
Muhdo Hub;7d;30.1039254
Muhdo Hub;30d;23.88425116
Muhdo Hub;60d;-82.0502125
Muhdo Hub;90d;-78.66547462
ROA CORE;1h;-1.49299694
ROA CORE;24h;3.07173456
ROA CORE;7d;15.61661866
ROA CORE;30d;-16.62977709
ROA CORE;60d;-28.36460044
ROA CORE;90d;-37.31197335
WiFi Map;1h;2.93832472
WiFi Map;24h;6.43177733
WiFi Map;7d;11.90198957
WiFi Map;30d;-37.80691362
WiFi Map;60d;-60.02870873
WiFi Map;90d;-59.61713865
Sipher;1h;-0.26185249
Sipher;24h;2.22817895
Sipher;7d;-0.06665101
Sipher;30d;-31.01863532
Sipher;60d;-56.1721794
Sipher;90d;-51.95095085
Edwin;1h;-0.44054803
Edwin;24h;17.03082388
Edwin;7d;-10.59646581
Edwin;30d;-8.71333083
Edwin;60d;-19.46219187
Edwin;90d;-19.46219187
Lovely Finance [New];1h;0.0
Lovely Finance [New];24h;0.0
Lovely Finance [New];7d;0.0
Lovely Finance [New];30d;0.0
Lovely Finance [New];60d;84.80447042
Lovely Finance [New];90d;55.6814924
Artyfact;1h;0.0787712
Artyfact;24h;-2.09629466
Artyfact;7d;2.49972473
Artyfact;30d;-34.30389686
Artyfact;60d;-63.27141866
Artyfact;90d;-70.00729008
Kwenta;1h;-0.26141195
Kwenta;24h;1.28669498
Kwenta;7d;12.18693518
Kwenta;30d;-2.81720177
Kwenta;60d;-46.01838134
Kwenta;90d;-48.39402281
Cult DAO;1h;-0.08314167
Cult DAO;24h;0.56189021
Cult DAO;7d;10.35519235
Cult DAO;30d;-10.25222576
Cult DAO;60d;-33.08363343
Cult DAO;90d;-38.99587153
Brett (ETH);1h;-0.98454745
Brett (ETH);24h;-1.36673857
Brett (ETH);7d;35.95110635
Brett (ETH);30d;-29.9792949
Brett (ETH);60d;-42.15162209
Brett (ETH);90d;-61.37481515
XELIS;1h;0.23128186
XELIS;24h;2.25050378
XELIS;7d;-6.16458682
XELIS;30d;-40.45178234
XELIS;60d;-52.64744724
XELIS;90d;-75.10457153
BTSE Token;1h;-0.05446087
BTSE Token;24h;-1.70004568
BTSE Token;7d;23.19015284
BTSE Token;30d;-12.55977404
BTSE Token;60d;-13.76447378
BTSE Token;90d;35.49087708
MAGA (maga-hat.vip);1h;-2.58803796
MAGA (maga-hat.vip);24h;-10.26709268
MAGA (maga-hat.vip);7d;18.95441152
MAGA (maga-hat.vip);30d;-19.94449971
MAGA (maga-hat.vip);60d;-82.79633662
MAGA (maga-hat.vip);90d;-76.48215276
Handshake;1h;0.28598089
Handshake;24h;14.55106301
Handshake;7d;12.87510741
Handshake;30d;8.22131432
Handshake;60d;-29.41543845
Handshake;90d;-43.7385513
Karura;1h;-0.96967819
Karura;24h;-1.57524546
Karura;7d;2.37952638
Karura;30d;-17.83889018
Karura;60d;-35.32017833
Karura;90d;-41.91849046
ARC;1h;-0.73489826
ARC;24h;12.51644766
ARC;7d;-6.36116503
ARC;30d;-44.18921175
ARC;60d;-75.66128144
ARC;90d;-82.99448059
XDB CHAIN;1h;-0.98165831
XDB CHAIN;24h;-2.83792101
XDB CHAIN;7d;4.62974771
XDB CHAIN;30d;-20.6866663
XDB CHAIN;60d;-61.27784888
XDB CHAIN;90d;-53.54517261
Winnerz;1h;0.0
Winnerz;24h;0.0
Winnerz;7d;-1.82247529
Winnerz;30d;-15.37826925
Winnerz;60d;-15.74588287
Winnerz;90d;-14.06155069
Diamond;1h;-1.93535903
Diamond;24h;1.13576837
Diamond;7d;1.81539478
Diamond;30d;-12.90783765
Diamond;60d;-19.18914208
Diamond;90d;-57.35789005
Multibit;1h;-0.15882931
Multibit;24h;1.57649215
Multibit;7d;0.78754253
Multibit;30d;-33.65659392
Multibit;60d;-67.47236131
Multibit;90d;-73.07745896
Blockasset;1h;-0.6365787
Blockasset;24h;3.2914068
Blockasset;7d;24.32662586
Blockasset;30d;-26.4951801
Blockasset;60d;-64.7551296
Blockasset;90d;-72.40855374
Koala AI;1h;-1.52212692
Koala AI;24h;6.64062662
Koala AI;7d;0.39126288
Koala AI;30d;-19.22973624
Koala AI;60d;-76.77180178
Koala AI;90d;-62.78378101
Solanium;1h;-1.06791498
Solanium;24h;1.95710711
Solanium;7d;-0.80097734
Solanium;30d;-6.4806442
Solanium;60d;-57.44861656
Solanium;90d;-49.42516015
Bytecoin;1h;-0.13417298
Bytecoin;24h;-1.48847584
Bytecoin;7d;13.87332885
Bytecoin;30d;-9.57482007
Bytecoin;60d;-12.80983426
Bytecoin;90d;-24.36301639
LIKE;1h;-0.29334305
LIKE;24h;1.5488569
LIKE;7d;-2.83687979
LIKE;30d;-1.28817972
LIKE;60d;-45.48361126
LIKE;90d;-53.34545624
BIG;1h;-2.07459374
BIG;24h;3.76892609
BIG;7d;31.07049529
BIG;30d;-54.74179161
BIG;60d;-61.41154507
BIG;90d;-73.38127242
Genopets;1h;0.02554162
Genopets;24h;0.23080673
Genopets;7d;-5.35033002
Genopets;30d;-52.17600805
Genopets;60d;-79.74225199
Genopets;90d;-19.74380293
BigONE Token;1h;0.71276913
BigONE Token;24h;2.26873819
BigONE Token;7d;7.64839462
BigONE Token;30d;-8.04533783
BigONE Token;60d;10.25958985
BigONE Token;90d;0.98726783
Ledger AI;1h;-0.75784239
Ledger AI;24h;16.86519047
Ledger AI;7d;59.57730812
Ledger AI;30d;31.94953803
Ledger AI;60d;-20.16425249
Ledger AI;90d;-19.92129374
Wibegram;1h;-0.02084637
Wibegram;24h;-0.44785243
Wibegram;7d;-0.11589261
Wibegram;30d;39.58158778
Wibegram;60d;42.26634291
Wibegram;90d;41.97010177
Konnect;1h;-1.52326542
Konnect;24h;25.81101981
Konnect;7d;74.97335726
Konnect;30d;240.02104026
Konnect;60d;321.11373603
Konnect;90d;640.63687724
MEVerse;1h;-1.43157563
MEVerse;24h;0.88233373
MEVerse;7d;10.90459737
MEVerse;30d;-15.4081728
MEVerse;60d;-22.6707411
MEVerse;90d;-22.44633245
TOKPIE;1h;0.20983434
TOKPIE;24h;-5.29288317
TOKPIE;7d;-8.52796628
TOKPIE;30d;-12.09225294
TOKPIE;60d;-8.69373095
TOKPIE;90d;6.34782343
Swash;1h;-0.37150531
Swash;24h;1.81437207
Swash;7d;9.82945185
Swash;30d;4.99499381
Swash;60d;-1.75065558
Swash;90d;-7.37742776
Tron Bull;1h;-1.417538655
Tron Bull;24h;-5.3072478
Tron Bull;7d;58.402468995
Tron Bull;30d;8.506284475000001
Tron Bull;60d;-38.045173625000004
Tron Bull;90d;-61.309418655
LETSTOP;1h;7.60390943
LETSTOP;24h;1.07053733
LETSTOP;7d;-14.00024897
LETSTOP;30d;-10.89470709
LETSTOP;60d;145.84450938
LETSTOP;90d;30.83098822
Soil;1h;-0.5397692
Soil;24h;3.11513577
Soil;7d;24.60127728
Soil;30d;-26.11806611
Soil;60d;-56.33837727
Soil;90d;-66.51517319
Ta-da;1h;-0.75835077
Ta-da;24h;3.42831965
Ta-da;7d;-2.41955815
Ta-da;30d;-23.95917031
Ta-da;60d;-61.14902986
Ta-da;90d;-67.35521889
Creo Engine;1h;-0.54768536
Creo Engine;24h;-3.23049214
Creo Engine;7d;13.11660225
Creo Engine;30d;16.84462884
Creo Engine;60d;-38.06933673
Creo Engine;90d;-68.58114676
CrossFi;1h;-0.33052506
CrossFi;24h;-7.82663237
CrossFi;7d;-27.92900614
CrossFi;30d;-68.33664558
CrossFi;60d;-84.52001165
CrossFi;90d;-85.05907099
STAT;1h;0.03227263
STAT;24h;3.15297626
STAT;7d;6.03028555
STAT;30d;12.82998924
STAT;60d;-15.63908553
STAT;90d;-6.72738841
Alvara Protocol;1h;-1.64651653
Alvara Protocol;24h;0.29679353
Alvara Protocol;7d;-7.83420735
Alvara Protocol;30d;-4.24049015
Alvara Protocol;60d;-52.12705146
Alvara Protocol;90d;-70.7816807
GOGGLES;1h;-1.45906058
GOGGLES;24h;4.547567655000001
GOGGLES;7d;11.580462599999999
GOGGLES;30d;46.174166645
GOGGLES;60d;28.987681334999998
GOGGLES;90d;-29.933452825
METAVERSE;1h;-2.63874046
METAVERSE;24h;4.80640891
METAVERSE;7d;3.15963202
METAVERSE;30d;-35.54972506
METAVERSE;60d;-82.45902765
METAVERSE;90d;-91.50896707
Dasha;1h;-0.4518477
Dasha;24h;8.65005681
Dasha;7d;-1.73433096
Dasha;30d;-26.2095546
Dasha;60d;-88.7098153
Dasha;90d;-88.02571745
BOB (ETH);1h;-1.39333796
BOB (ETH);24h;-4.38500436
BOB (ETH);7d;23.61073949
BOB (ETH);30d;-30.43201847
BOB (ETH);60d;-62.92328796
BOB (ETH);90d;-66.41094051
TriumphX;1h;0.0
TriumphX;24h;0.0
TriumphX;7d;0.0
TriumphX;30d;0.0
TriumphX;60d;0.0
TriumphX;90d;4.29770208
Troll;1h;0.46222799
Troll;24h;2.04894285
Troll;7d;4.96439383
Troll;30d;-36.50391124
Troll;60d;-39.58506299
Troll;90d;-54.59694823
Dynex;1h;3.7340588
Dynex;24h;5.73973235
Dynex;7d;-10.93731258
Dynex;30d;-46.7045727
Dynex;60d;-66.56209061
Dynex;90d;-79.13074182
RealGOAT;1h;0.0
RealGOAT;24h;1.8e-07
RealGOAT;7d;0.91492135
RealGOAT;30d;-3.07055164
RealGOAT;60d;-37.5322164
RealGOAT;90d;-51.30161957
Project WITH;1h;-1.29208264
Project WITH;24h;1.74997502
Project WITH;7d;4.3090438
Project WITH;30d;-15.93624491
Project WITH;60d;-25.80411063
Project WITH;90d;-24.69931631
Shiden Network;1h;-0.00444711
Shiden Network;24h;0.06718692
Shiden Network;7d;2.76168393
Shiden Network;30d;-19.46680828
Shiden Network;60d;-50.16687141
Shiden Network;90d;-50.2577192
Ctomorrow Platform;1h;-0.24924977
Ctomorrow Platform;24h;-0.42881494
Ctomorrow Platform;7d;0.83537485
Ctomorrow Platform;30d;-19.58203361
Ctomorrow Platform;60d;-27.23026513
Ctomorrow Platform;90d;-24.91321791
Dynachain;1h;0.0
Dynachain;24h;0.0
Dynachain;7d;-0.1048209
Dynachain;30d;-24.41980286
Dynachain;60d;-41.79368431
Dynachain;90d;-68.24276237
Brat;1h;11.14621424
Brat;24h;6.32538041
Brat;7d;-6.24755764
Brat;30d;-65.40510251
Brat;60d;-76.85048892
Brat;90d;-76.85048892
Starlink;1h;-1.3599278
Starlink;24h;2.28833335
Starlink;7d;-1.16523491
Starlink;30d;-26.63864252
Starlink;60d;-41.7500958
Starlink;90d;-54.13550614
Litecoin Cash;1h;0.0
Litecoin Cash;24h;0.0
Litecoin Cash;7d;-0.03488836
Litecoin Cash;30d;-13.0541393
Litecoin Cash;60d;-44.2142938
Litecoin Cash;90d;-16.29632564
Broccoli (broccolibnb.org);1h;-8.59443493
Broccoli (broccolibnb.org);24h;-12.31023757
Broccoli (broccolibnb.org);7d;-49.95801199
Broccoli (broccolibnb.org);30d;-71.42761186
Broccoli (broccolibnb.org);60d;68.38562097
Broccoli (broccolibnb.org);90d;68.38562097
Step App;1h;-1.38817514
Step App;24h;9.41886824
Step App;7d;17.84211502
Step App;30d;-20.63456172
Step App;60d;-31.78029824
Step App;90d;-34.41875011
Decubate;1h;0.04127906
Decubate;24h;-0.73303817
Decubate;7d;-5.88490898
Decubate;30d;-29.2940864
Decubate;60d;-74.96935129
Decubate;90d;-72.1925369
Serum;1h;-0.61295041
Serum;24h;-5.69499242
Serum;7d;4.3717505
Serum;30d;-17.99365478
Serum;60d;-37.39670568
Serum;90d;-41.67053702
apM Coin;1h;0.8226049
apM Coin;24h;-2.46962138
apM Coin;7d;12.47789911
apM Coin;30d;-20.35086217
apM Coin;60d;-5.18169675
apM Coin;90d;-8.4231779
Mother Iggy;1h;-0.97638445
Mother Iggy;24h;3.0106781
Mother Iggy;7d;-8.43892024
Mother Iggy;30d;-38.8541793
Mother Iggy;60d;-81.10049354
Mother Iggy;90d;-89.1282798
Izumi Finance;1h;-0.30866835
Izumi Finance;24h;-1.62259741
Izumi Finance;7d;-4.72600694
Izumi Finance;30d;-4.71204978
Izumi Finance;60d;-22.87724573
Izumi Finance;90d;-41.19153555
Plugin Decentralized Oracle;1h;0.03749274
Plugin Decentralized Oracle;24h;-0.61239041
Plugin Decentralized Oracle;7d;-1.15464781
Plugin Decentralized Oracle;30d;-28.07522474
Plugin Decentralized Oracle;60d;-43.84079285
Plugin Decentralized Oracle;90d;-22.64628342
BASE;1h;-2.3597089
BASE;24h;1.48913432
BASE;7d;12.58989545
BASE;30d;-10.59685887
BASE;60d;-46.02735395
BASE;90d;-34.43038836
ISLAND Token;1h;-2.17057797
ISLAND Token;24h;3.16645948
ISLAND Token;7d;-1.86310777
ISLAND Token;30d;-11.90105768
ISLAND Token;60d;-70.1047519
ISLAND Token;90d;-51.93622061
Forward Protocol;1h;-0.37064296
Forward Protocol;24h;-0.00474214
Forward Protocol;7d;-0.22560542
Forward Protocol;30d;-13.06426657
Forward Protocol;60d;-51.48668308
Forward Protocol;90d;-50.55903376
OpenChat;1h;-1.37852752
OpenChat;24h;-2.84841798
OpenChat;7d;2.84927939
OpenChat;30d;-31.60739031
OpenChat;60d;-51.72207655
OpenChat;90d;-55.09746478
aixCB by Virtuals;1h;-0.05588394
aixCB by Virtuals;24h;5.76038426
aixCB by Virtuals;7d;62.52181277
aixCB by Virtuals;30d;-33.81362594
aixCB by Virtuals;60d;-88.13367854
aixCB by Virtuals;90d;-30.08761348
FONSmartChain;1h;-0.57056419
FONSmartChain;24h;-3.75130824
FONSmartChain;7d;-9.72205249
FONSmartChain;30d;-38.73749065
FONSmartChain;60d;-45.94251675
FONSmartChain;90d;-53.59442485
Eesee;1h;-0.32948384
Eesee;24h;-0.07003474
Eesee;7d;-2.86690949
Eesee;30d;-41.66386395
Eesee;60d;-65.30847012
Eesee;90d;-65.94198268
Alitas;1h;0.26186892
Alitas;24h;1.83077352
Alitas;7d;6.53170784
Alitas;30d;-18.47319482
Alitas;60d;-58.43268111
Alitas;90d;-69.56134874
Blocksquare Token;1h;-1.27996566
Blocksquare Token;24h;-1.10010298
Blocksquare Token;7d;-4.24095706
Blocksquare Token;30d;-41.58399195
Blocksquare Token;60d;-55.20290906
Blocksquare Token;90d;-66.03768859
BlueMove;1h;-0.26656215
BlueMove;24h;4.92999305
BlueMove;7d;29.38338255
BlueMove;30d;-18.84325647
BlueMove;60d;-50.38051618
BlueMove;90d;-64.40825464
Opus;1h;0.05594786
Opus;24h;-5.71802069
Opus;7d;23.26480481
Opus;30d;36.73950717
Opus;60d;-62.44950757
Opus;90d;-81.42166739
Numerico;1h;0.56728173
Numerico;24h;11.26238669
Numerico;7d;9.37020306
Numerico;30d;-28.12189831
Numerico;60d;-61.09323266
Numerico;90d;-65.3730025
RENEC;1h;-1.04199899
RENEC;24h;-1.02570143
RENEC;7d;-4.02442694
RENEC;30d;-23.0727173
RENEC;60d;-38.26616366
RENEC;90d;-49.38531517
GAMEE;1h;-0.32180477
GAMEE;24h;-1.03863282
GAMEE;7d;25.38880395
GAMEE;30d;-33.01994576
GAMEE;60d;-55.98691513
GAMEE;90d;-73.67940019
Open Custody Protocol;1h;-0.00077218
Open Custody Protocol;24h;-0.00444598
Open Custody Protocol;7d;-7.404e-05
Open Custody Protocol;30d;-34.3964672
Open Custody Protocol;60d;-38.92731311
Open Custody Protocol;90d;-50.84758703
BSX;1h;-0.80982202
BSX;24h;31.04217275
BSX;7d;77.9371691
BSX;30d;-57.09635337
BSX;60d;-21.90306657
BSX;90d;-58.5273108
Zenrock;1h;-0.41298563
Zenrock;24h;-0.56757683
Zenrock;7d;-5.08758297
Zenrock;30d;-2.61604229
Zenrock;60d;-18.07137775
Zenrock;90d;-23.75052175
BOSagora;1h;-0.77573168
BOSagora;24h;3.53089697
BOSagora;7d;6.9929023
BOSagora;30d;-32.8066174
BOSagora;60d;-39.3300143
BOSagora;90d;-38.41292839
Chainge;1h;-0.32101871
Chainge;24h;0.37501151
Chainge;7d;-3.04480554
Chainge;30d;-33.24646379
Chainge;60d;-59.83867724
Chainge;90d;-74.51836333
Letit;1h;0.0
Letit;24h;0.0
Letit;7d;32.25188518
Letit;30d;-12.89173331
Letit;60d;-27.68711446
Letit;90d;-38.23199279
Electra Protocol;1h;-0.47464055
Electra Protocol;24h;-2.66650326
Electra Protocol;7d;-4.79971551
Electra Protocol;30d;-26.91308274
Electra Protocol;60d;-31.9671596
Electra Protocol;90d;-53.13932955
ShareToken;1h;1.31180802
ShareToken;24h;0.28499444
ShareToken;7d;22.02893663
ShareToken;30d;-7.2666088
ShareToken;60d;-43.31544698
ShareToken;90d;-46.11094451
THE BALKAN DWARF;1h;-1.87569677
THE BALKAN DWARF;24h;0.3256116
THE BALKAN DWARF;7d;5.09532898
THE BALKAN DWARF;30d;-38.93950463
THE BALKAN DWARF;60d;-45.21255292
THE BALKAN DWARF;90d;-60.45023916
Pollux Coin;1h;-3.15281833
Pollux Coin;24h;3.08811186
Pollux Coin;7d;3.98368661
Pollux Coin;30d;11.02734851
Pollux Coin;60d;62.68277196
Pollux Coin;90d;36.51035299
Pallapay;1h;0.0
Pallapay;24h;0.00212077
Pallapay;7d;-19.07181971
Pallapay;30d;-36.16475529
Pallapay;60d;-48.64337636
Pallapay;90d;-48.63306382
King DAG;1h;0.0
King DAG;24h;0.0
King DAG;7d;0.01246367
King DAG;30d;-0.03396414
King DAG;60d;33.33361608
King DAG;90d;33.31335591
POOH;1h;-1.03471029
POOH;24h;-5.93545976
POOH;7d;124.32502555
POOH;30d;6.31719326
POOH;60d;-2.73687257
POOH;90d;-28.32776924
Hydra;1h;-0.09505304
Hydra;24h;0.85134655
Hydra;7d;1.53906557
Hydra;30d;-25.57607324
Hydra;60d;-46.0171312
Hydra;90d;-61.02808272
Blocery;1h;-0.98514048
Blocery;24h;1.14549851
Blocery;7d;7.89952276
Blocery;30d;-13.27263527
Blocery;60d;-1.38927246
Blocery;90d;2.91434953
Nash;1h;0.00145574
Nash;24h;-1.6805459
Nash;7d;5.75738414
Nash;30d;0.28921014
Nash;60d;-32.81226839
Nash;90d;-38.95062072
TRI SIGMA;1h;1.46878354
TRI SIGMA;24h;11.18379304
TRI SIGMA;7d;21.97898267
TRI SIGMA;30d;-25.86371386
TRI SIGMA;60d;-80.71967185
TRI SIGMA;90d;-88.49663435
RAI Finance;1h;-1.08025246
RAI Finance;24h;-2.32089671
RAI Finance;7d;1.96966152
RAI Finance;30d;0.13267052
RAI Finance;60d;-20.04641197
RAI Finance;90d;-21.97921368
ICHI;1h;0.21925141
ICHI;24h;2.2972698
ICHI;7d;1.57401526
ICHI;30d;-18.46107454
ICHI;60d;-31.35296045
ICHI;90d;-34.76316657
Mysterium;1h;-0.02880549
Mysterium;24h;0.23173112
Mysterium;7d;3.43611849
Mysterium;30d;-25.55069085
Mysterium;60d;-24.15519553
Mysterium;90d;14.19142355
Matrix AI Network;1h;2.66001241
Matrix AI Network;24h;-3.36207189
Matrix AI Network;7d;-4.4442253
Matrix AI Network;30d;-35.8822463
Matrix AI Network;60d;-48.57742081
Matrix AI Network;90d;-57.20481561
Public Masterpiece Token;1h;0.06301036
Public Masterpiece Token;24h;0.08991837
Public Masterpiece Token;7d;1.47908675
Public Masterpiece Token;30d;3.62733603
Public Masterpiece Token;60d;8.19019794
Public Masterpiece Token;90d;8.32865847
Orbitt Token;1h;-3.01989271
Orbitt Token;24h;3.98612658
Orbitt Token;7d;5.88162551
Orbitt Token;30d;-27.88414833
Orbitt Token;60d;-57.29409018
Orbitt Token;90d;-17.31402354
nubcat;1h;-3.24587006
nubcat;24h;3.85610084
nubcat;7d;11.95619125
nubcat;30d;-24.00534402
nubcat;60d;-72.46689463
nubcat;90d;-60.10547467
StarSlax;1h;-0.70217668
StarSlax;24h;-1.58172925
StarSlax;7d;-22.9276703
StarSlax;30d;-51.87798648
StarSlax;60d;-56.15026329
StarSlax;90d;-39.03370096
Shido ETH;1h;0.0
Shido ETH;24h;4.35209874
Shido ETH;7d;-13.58951275
Shido ETH;30d;-47.51054455
Shido ETH;60d;-63.85625352
Shido ETH;90d;-66.33431255
BitForex Token;1h;0.0
BitForex Token;24h;0.0
BitForex Token;7d;0.0
BitForex Token;30d;0.0
BitForex Token;60d;0.0
BitForex Token;90d;3.74498536
Gaimin;1h;-0.2446053
Gaimin;24h;-1.00218094
Gaimin;7d;8.83555898
Gaimin;30d;-13.12511505
Gaimin;60d;-64.76222232
Gaimin;90d;-75.64672188
AIT Protocol;1h;1.86492534
AIT Protocol;24h;9.26139488
AIT Protocol;7d;13.9670895
AIT Protocol;30d;-47.96537125
AIT Protocol;60d;-65.2499541
AIT Protocol;90d;-76.83303392
Commune AI;1h;0.00311508
Commune AI;24h;15.64339339
Commune AI;7d;16.1276067
Commune AI;30d;-38.93242015
Commune AI;60d;-70.53161178
Commune AI;90d;-79.1155691
Tune.FM;1h;0.02077926
Tune.FM;24h;1.40224307
Tune.FM;7d;-12.14468345
Tune.FM;30d;144.32583597
Tune.FM;60d;55.16290856
Tune.FM;90d;20.86702563
Celo Euro;1h;-0.15511224
Celo Euro;24h;-0.55558649
Celo Euro;7d;-0.28178406
Celo Euro;30d;3.71371568
Celo Euro;60d;5.75887894
Celo Euro;90d;4.71812805
Alltoscan;1h;-0.09008424
Alltoscan;24h;4.34088439
Alltoscan;7d;6.14954135
Alltoscan;30d;-20.59351957
Alltoscan;60d;-17.20156391
Alltoscan;90d;-33.96733932
Muse;1h;-0.56852298
Muse;24h;5.25018421
Muse;7d;4.09728434
Muse;30d;-18.54779684
Muse;60d;-25.39613534
Muse;90d;-26.80037435
Alphakek AI;1h;-0.20907274
Alphakek AI;24h;6.9122115
Alphakek AI;7d;49.69929314
Alphakek AI;30d;-7.97734572
Alphakek AI;60d;-53.47745624
Alphakek AI;90d;-19.87024974
Dero;1h;0.01387257
Dero;24h;-3.8334535
Dero;7d;7.84033846
Dero;30d;-47.68930509
Dero;60d;-55.67456937
Dero;90d;-64.32107846
MAD;1h;-3.37252419
MAD;24h;0.58089565
MAD;7d;-1.73873909
MAD;30d;-16.30286276
MAD;60d;-74.723977
MAD;90d;-87.62493799
Shoggoth (shoggoth.monster);1h;-4.41797792
Shoggoth (shoggoth.monster);24h;10.33230854
Shoggoth (shoggoth.monster);7d;7.34001555
Shoggoth (shoggoth.monster);30d;-44.23290517
Shoggoth (shoggoth.monster);60d;-83.70628699
Shoggoth (shoggoth.monster);90d;-83.92309259
888;1h;-1.86981744
888;24h;0.68173879
888;7d;-10.24630305
888;30d;-40.77805609
888;60d;-64.07192245
888;90d;-48.79636213
Aviator;1h;0.0
Aviator;24h;4.62803432
Aviator;7d;5.42418998
Aviator;30d;-25.33276436
Aviator;60d;33.17838516
Aviator;90d;-19.42714612
Dogechain;1h;-0.02380128
Dogechain;24h;-0.91155557
Dogechain;7d;-7.70018683
Dogechain;30d;-35.6036152
Dogechain;60d;-58.93551977
Dogechain;90d;-57.43826521
CatCoin;1h;-1.67836264
CatCoin;24h;4.69411799
CatCoin;7d;16.76666252
CatCoin;30d;-16.98084977
