name;percent_change;values
HARRIS DOGS;1h;5.13417306
HARRIS DOGS;24h;486.60411188
HARRIS DOGS;7d;-74.1483056
HARRIS DOGS;30d;7426.01393425
HARRIS DOGS;60d;477.59204943
HARRIS DOGS;90d;-88.3294065
LOOPY (SUI);1h;0.0
LOOPY (SUI);24h;-0.02114371
LOOPY (SUI);7d;-0.01071941
LOOPY (SUI);30d;-0.02220181
LOOPY (SUI);60d;-0.03161747
LOOPY (SUI);90d;-94.65974418
WeatherXM;1h;-0.16760991
WeatherXM;24h;-3.57456468
WeatherXM;7d;3.99804613
WeatherXM;30d;-28.15451788
WeatherXM;60d;-20.59877489
WeatherXM;90d;-35.13619197
SentAI;1h;-0.53558487
SentAI;24h;-0.51343383
SentAI;7d;5.71747166
SentAI;30d;12.41164234
SentAI;60d;-47.48035812
SentAI;90d;-90.43836986
DNA;1h;-2.07523586
DNA;24h;3.79566836
DNA;7d;-11.37602163
DNA;30d;-33.2176082
DNA;60d;-45.26549405
DNA;90d;-83.57628494
xPET tech;1h;-3.07405959
xPET tech;24h;3.34275423
xPET tech;7d;169.27803201
xPET tech;30d;-2.44523692
xPET tech;60d;-65.4042604
xPET tech;90d;-68.22769449
Binancedog;1h;-0.15912784
Binancedog;24h;3.25024073
Binancedog;7d;8.31155481
Binancedog;30d;-10.67055858
Binancedog;60d;7.48433842
Binancedog;90d;-26.53466379
Zetrix;1h;-0.18005776
Zetrix;24h;0.59074533
Zetrix;7d;0.02804251
Zetrix;30d;-9.72829579
Zetrix;60d;-14.96498354
Zetrix;90d;-12.23033172
Flayer;1h;-0.13700577
Flayer;24h;5.20123511
Flayer;7d;7.20803993
Flayer;30d;-47.90619596
Flayer;60d;-36.65948193
Flayer;90d;-19.87567813
Gekko HQ;1h;-2.10086917
Gekko HQ;24h;0.92608778
Gekko HQ;7d;2.41830878
Gekko HQ;30d;-30.66072824
Gekko HQ;60d;-47.20309325
Gekko HQ;90d;-50.9516485
Flappymoonbird;1h;-0.63907765
Flappymoonbird;24h;-4.8257953
Flappymoonbird;7d;-17.29279846
Flappymoonbird;30d;-52.67248636
Flappymoonbird;60d;-65.81773122
Flappymoonbird;90d;-69.20220388
AI Agent Layer;1h;-8.79210008
AI Agent Layer;24h;3.79210834
AI Agent Layer;7d;18.68885725
AI Agent Layer;30d;-41.53021867
AI Agent Layer;60d;-76.31918884
AI Agent Layer;90d;-92.04316435
PolyDoge;1h;-2.35586342
PolyDoge;24h;-1.36796153
PolyDoge;7d;2.96666129
PolyDoge;30d;-24.1648542
PolyDoge;60d;-45.85559392
PolyDoge;90d;-58.21382672
Peapods Finance;1h;0.05533478
Peapods Finance;24h;6.79273017
Peapods Finance;7d;9.64264345
Peapods Finance;30d;-31.81406921
Peapods Finance;60d;-54.25836364
Peapods Finance;90d;-56.47340399
Lord Of SOL;1h;-2.3757145
Lord Of SOL;24h;4.09667787
Lord Of SOL;7d;-1.17058597
Lord Of SOL;30d;-28.0956384
Lord Of SOL;60d;-61.36092689
Lord Of SOL;90d;-44.58501723
Doggo (doggocto.com);1h;2.04005558
Doggo (doggocto.com);24h;-0.86331824
Doggo (doggocto.com);7d;-19.3041237
Doggo (doggocto.com);30d;-57.68466438
Doggo (doggocto.com);60d;-68.57170992
Doggo (doggocto.com);90d;-80.75651397
Europa Coin (europacoin.fun);1h;-10.24545615
Europa Coin (europacoin.fun);24h;27.17034255
Europa Coin (europacoin.fun);7d;28.31659154
Europa Coin (europacoin.fun);30d;782.61768098
Europa Coin (europacoin.fun);60d;259.0236518
Europa Coin (europacoin.fun);90d;243.16229735
ETF;1h;-7.73218761
ETF;24h;14.2477394
ETF;7d;-27.29388301
ETF;30d;-65.71776335
ETF;60d;-92.55876676
ETF;90d;-95.19449178
Time Traveler;1h;-6.05120306
Time Traveler;24h;714.10498221
Time Traveler;7d;714.2634998
Time Traveler;30d;413.84372592
Time Traveler;60d;-86.13978477
Time Traveler;90d;37.92332382
EchoLink Network;1h;-0.00051911
EchoLink Network;24h;1.29071281
EchoLink Network;7d;2.8035222
EchoLink Network;30d;6.69705583
EchoLink Network;60d;-1.31107766
EchoLink Network;90d;5.76293388
Milo Inu;1h;-2.20956627
Milo Inu;24h;1.8839562
Milo Inu;7d;5.4466131
Milo Inu;30d;-20.21808716
Milo Inu;60d;-18.20013354
Milo Inu;90d;-33.3852274
Music by Virtuals;1h;-0.66205036
Music by Virtuals;24h;-0.73112466
Music by Virtuals;7d;36.6928642
Music by Virtuals;30d;0.86733675
Music by Virtuals;60d;-75.68949009
Music by Virtuals;90d;-89.75854967
Based Fartcoin;1h;-1.23159992
Based Fartcoin;24h;12.81329705
Based Fartcoin;7d;23.04307514
Based Fartcoin;30d;24.41795632
Based Fartcoin;60d;-42.78856031
Based Fartcoin;90d;691.21973545
Kroma;1h;0.03390847
Kroma;24h;-3.62867029
Kroma;7d;10.91327385
Kroma;30d;-52.60335499
Kroma;60d;-78.90517833
Kroma;90d;-70.77563203
TonCapy;1h;1.4970608
TonCapy;24h;-3.77517782
TonCapy;7d;-8.0617008
TonCapy;30d;100.44296188
TonCapy;60d;49.04430529
TonCapy;90d;51.62042802
MimbleWimbleCoin;1h;-0.47303986
MimbleWimbleCoin;24h;-0.60264278
MimbleWimbleCoin;7d;2.36906249
MimbleWimbleCoin;30d;-7.71949178
MimbleWimbleCoin;60d;-42.52086345
MimbleWimbleCoin;90d;-40.54688309
PepeAI;1h;-0.02019418
PepeAI;24h;12.97144552
PepeAI;7d;32.91939819
PepeAI;30d;-30.61437371
PepeAI;60d;-78.33760642
PepeAI;90d;-55.3969058
Chewy;1h;-0.00380865
Chewy;24h;-0.02059522
Chewy;7d;-0.63911761
Chewy;30d;-31.44455091
Chewy;60d;-78.07296078
Chewy;90d;-53.73883711
SoonVerse;1h;0.0
SoonVerse;24h;0.0
SoonVerse;7d;0.0
SoonVerse;30d;-15.09529464
SoonVerse;60d;-64.68962267
SoonVerse;90d;-97.96073806
Holdstation;1h;-0.13531605
Holdstation;24h;-0.22281508
Holdstation;7d;48.12820272
Holdstation;30d;1.71984488
Holdstation;60d;-43.04518697
Holdstation;90d;-32.52840321
Bitcoin Silver AI;1h;-0.03876765
Bitcoin Silver AI;24h;-0.01645692
Bitcoin Silver AI;7d;0.15096546
Bitcoin Silver AI;30d;0.23295902
Bitcoin Silver AI;60d;0.23295902
Bitcoin Silver AI;90d;0.23295902
lolcat;1h;-0.02942603
lolcat;24h;-0.03343407
lolcat;7d;3.98332691
lolcat;30d;-13.73398711
lolcat;60d;-69.11415745
lolcat;90d;-67.95944573
Chartreux Cat;1h;0.0
Chartreux Cat;24h;0.00311582
Chartreux Cat;7d;1.654e-05
Chartreux Cat;30d;0.0027984
Chartreux Cat;60d;-64.19057639
Chartreux Cat;90d;-58.27928974
STARS;1h;3.69059339
STARS;24h;-6.15050185
STARS;7d;15.54063377
STARS;30d;-49.58911827
STARS;60d;-75.82617739
STARS;90d;-96.5828968
Mountain Protocol;1h;0.04778114
Mountain Protocol;24h;0.02422835
Mountain Protocol;7d;0.08111135
Mountain Protocol;30d;-1.783e-05
Mountain Protocol;60d;0.11256376
Mountain Protocol;90d;0.121462
Cockfight Network;1h;-0.08831075
Cockfight Network;24h;-0.99197836
Cockfight Network;7d;-11.01424233
Cockfight Network;30d;-5.84511811
Cockfight Network;60d;-48.14442152
Cockfight Network;90d;-48.27040888
TEH EPIK DUCK;1h;-0.63508287
TEH EPIK DUCK;24h;2.16919319
TEH EPIK DUCK;7d;2.66356099
TEH EPIK DUCK;30d;-47.40897352
TEH EPIK DUCK;60d;-56.90947541
TEH EPIK DUCK;90d;-64.33467848
BiCity AI Projects;1h;-1.89320354
BiCity AI Projects;24h;1.23379186
BiCity AI Projects;7d;9.77511395
BiCity AI Projects;30d;10.28466766
BiCity AI Projects;60d;-27.51715651
BiCity AI Projects;90d;-46.40346902
spinning cat;1h;-4.88373784
spinning cat;24h;17.74677935
spinning cat;7d;36.56990531
spinning cat;30d;36.3133347
spinning cat;60d;36.3133347
spinning cat;90d;36.3133347
Abey;1h;-0.03614859
Abey;24h;2.056826
Abey;7d;-6.94677478
Abey;30d;-20.57070411
Abey;60d;-20.03362514
Abey;90d;-20.05759858
StarHeroes;1h;-0.19230274
StarHeroes;24h;-0.17864279
StarHeroes;7d;1.44641693
StarHeroes;30d;-33.59873728
StarHeroes;60d;-64.16286489
StarHeroes;90d;-75.50851389
Daram;1h;-16.45219008
Daram;24h;-0.41685802
Daram;7d;-35.41642062
Daram;30d;-59.86921604
Daram;60d;-74.48451343
Daram;90d;-91.52112117
DaVinci Protocol;1h;-0.24049063
DaVinci Protocol;24h;-0.08001244
DaVinci Protocol;7d;-0.10196585
DaVinci Protocol;30d;-0.10196585
DaVinci Protocol;60d;-0.10196585
DaVinci Protocol;90d;-0.10196585
ReflectionAI;1h;16.73461375
ReflectionAI;24h;-22.27383524
ReflectionAI;7d;-90.80542864
ReflectionAI;30d;-94.08469084
ReflectionAI;60d;-95.7288301
ReflectionAI;90d;-94.8271974
Fistbump;1h;-1.87546794
Fistbump;24h;11.87780065
Fistbump;7d;6.55386337
Fistbump;30d;104.72412605
Fistbump;60d;1566.95413374
Fistbump;90d;2487.53260266
00 Token;1h;0.32459536
00 Token;24h;9.70683445
00 Token;7d;7.1559463
00 Token;30d;-26.7554154
00 Token;60d;-42.96126072
00 Token;90d;-43.07995494
TRALA;1h;-5.56152073
TRALA;24h;-34.33113344
TRALA;7d;129.89006939
TRALA;30d;174.23743732
TRALA;60d;121.50074109
TRALA;90d;389.63117484
GameStop Coin;1h;-11.93909745
GameStop Coin;24h;-93.15193946
GameStop Coin;7d;-89.56791788
GameStop Coin;30d;3857.16311012
GameStop Coin;60d;-69.84231556
GameStop Coin;90d;88.5574757
OrdzGames;1h;1.60441744
OrdzGames;24h;4.45357155
OrdzGames;7d;7.50501943
OrdzGames;30d;-50.20297488
OrdzGames;60d;-52.74221934
OrdzGames;90d;-52.74221934
Big Jim;1h;-4.43597362
Big Jim;24h;-97.14129576
Big Jim;7d;-97.27339449
Big Jim;30d;-97.62210221
Big Jim;60d;-97.91442383
Big Jim;90d;-97.16777656
Zedxion;1h;-0.23909986
Zedxion;24h;0.124604765
Zedxion;7d;1.281024215
Zedxion;30d;-3.83177503
Zedxion;60d;-4.911892965
Zedxion;90d;-4.618230104999999
Rubix;1h;-0.0811587
Rubix;24h;-0.03432937
Rubix;7d;-3.16017452
Rubix;30d;-2.92170796
Rubix;60d;-4.36201217
Rubix;90d;-6.54861021
Clayton;1h;-1.85474639
Clayton;24h;18.18375678
Clayton;7d;30.45903952
Clayton;30d;-42.50504007
Clayton;60d;-36.46364184
Clayton;90d;-36.46364184
WPAY;1h;0.28409067
WPAY;24h;-0.20197409
WPAY;7d;2.10449131
WPAY;30d;-22.76659676
WPAY;60d;-19.68791246
WPAY;90d;-42.56842357
Artificial intelligence staking token;1h;-0.01842739
Artificial intelligence staking token;24h;-0.03180129
Artificial intelligence staking token;7d;-82.05552633
Artificial intelligence staking token;30d;-99.23463293
Artificial intelligence staking token;60d;-99.64467525
Artificial intelligence staking token;90d;-99.76422363
PEPE;1h;11.21658673
PEPE;24h;523.90923071
PEPE;7d;8859.33576818
PEPE;30d;731.50681955
PEPE;60d;-79.81345926
PEPE;90d;-79.82110835
TTcoin;1h;1.37111455
TTcoin;24h;2.6689014
TTcoin;7d;5.59971547
TTcoin;30d;-2.51417403
TTcoin;60d;0.25089686
TTcoin;90d;0.60085207
USDA;1h;-0.08309551
USDA;24h;-0.02318765
USDA;7d;0.13777411
USDA;30d;0.39652254
USDA;60d;0.39652254
USDA;90d;0.39652254
Neiro Solana (neirobropump.com);1h;3.43773022
Neiro Solana (neirobropump.com);24h;2.62623784
Neiro Solana (neirobropump.com);7d;-1.60266633
Neiro Solana (neirobropump.com);30d;1.53615782
Neiro Solana (neirobropump.com);60d;-84.89680398
Neiro Solana (neirobropump.com);90d;-62.76641971
AxonDAO Governance Token;1h;-1.70116945
AxonDAO Governance Token;24h;0.70910225
AxonDAO Governance Token;7d;-1.29964908
AxonDAO Governance Token;30d;-6.8802999
AxonDAO Governance Token;60d;-51.1961218
AxonDAO Governance Token;90d;-50.85577537
Plena Finance;1h;0.35325891
Plena Finance;24h;3.6832078
Plena Finance;7d;-12.99873281
Plena Finance;30d;-57.12733299
Plena Finance;60d;-86.13444225
Plena Finance;90d;-87.54826403
Chitan;1h;-1.93673581
Chitan;24h;5.82599285
Chitan;7d;4.30262795
Chitan;30d;-24.25806506
Chitan;60d;-69.501012
Chitan;90d;-62.92067993
SMART;1h;0.06540975
SMART;24h;0.28533676
SMART;7d;-5.08783685
SMART;30d;-23.30759523
SMART;60d;-36.75332199
SMART;90d;-4.38084372
I love puppies;1h;-0.42663289
I love puppies;24h;4.6258109
I love puppies;7d;21.22067667
I love puppies;30d;-14.75514949
I love puppies;60d;-25.96936732
I love puppies;90d;-77.32827593
Fjord Foundry;1h;-1.24349497
Fjord Foundry;24h;2.05765864
Fjord Foundry;7d;0.2002482
Fjord Foundry;30d;-41.52219086
Fjord Foundry;60d;-54.94918353
Fjord Foundry;90d;-71.2058434
Fautor;1h;-29.22709532
Fautor;24h;-29.9437693
Fautor;7d;-8.10071705
Fautor;30d;-26.31229873
Fautor;60d;-66.57479906
Fautor;90d;-55.36836251
Capybara Nation;1h;-4.55756117
Capybara Nation;24h;8.09511423
Capybara Nation;7d;-1.99686412
Capybara Nation;30d;-62.37826839
Capybara Nation;60d;-73.52702282
Capybara Nation;90d;-82.05628855
Deer Seized by US Government;1h;0.27911283
Deer Seized by US Government;24h;7.92480195
Deer Seized by US Government;7d;-57.59047708
Deer Seized by US Government;30d;-54.8994993
Deer Seized by US Government;60d;-54.8994993
Deer Seized by US Government;90d;-54.8994993
Luminous;1h;-1.25581495
Luminous;24h;12.00808306
Luminous;7d;-6.08731084
Luminous;30d;-12.34032587
Luminous;60d;-75.16568766
Luminous;90d;-85.74339145
LIF3;1h;1.89927248
LIF3;24h;0.39842387
LIF3;7d;-4.07348847
LIF3;30d;-17.7598048
LIF3;60d;-65.59911436
LIF3;90d;-57.52734269
Vertus;1h;0.4062724
Vertus;24h;0.58920296
Vertus;7d;-10.62556335
Vertus;30d;10.34401476
Vertus;60d;-58.26578578
Vertus;90d;-58.26578578
Ben (v2);1h;0.0
Ben (v2);24h;0.0
Ben (v2);7d;0.0
Ben (v2);30d;0.0
Ben (v2);60d;176.08831847
Ben (v2);90d;-2.80995926
Sensay;1h;-0.12313703
Sensay;24h;-0.02451062
Sensay;7d;15.08954055
Sensay;30d;-38.74995246
Sensay;60d;-74.08198312
Sensay;90d;-77.74295248
Alterverse;1h;0.75778649
Alterverse;24h;-2.2563515
Alterverse;7d;0.78380769
Alterverse;30d;-18.79751279
Alterverse;60d;-40.04926757
Alterverse;90d;-57.0587867
Satoxcoin;1h;4.08713596
Satoxcoin;24h;-9.8108617
Satoxcoin;7d;-15.25256008
Satoxcoin;30d;-23.85891058
Satoxcoin;60d;-55.60937356
Satoxcoin;90d;-50.38767953
This Is Fine;1h;-9.93e-06
This Is Fine;24h;-0.16424697
This Is Fine;7d;-70.15988286
This Is Fine;30d;-98.60043951
This Is Fine;60d;-98.60043951
This Is Fine;90d;-98.60043951
Ailey;1h;-0.03034448
Ailey;24h;-1.85933575
Ailey;7d;-4.17857204
Ailey;30d;273.17898186
Ailey;60d;377.61957026
Ailey;90d;377.46610629
Songbird;1h;-0.68030934
Songbird;24h;-2.49454509
Songbird;7d;-9.16092741
Songbird;30d;-24.33127121
Songbird;60d;-44.99776546
Songbird;90d;-53.3789551
Automatic Treasury Machine;1h;0.01590505
Automatic Treasury Machine;24h;8.43038677
Automatic Treasury Machine;7d;2.92870878
Automatic Treasury Machine;30d;-91.5907221
Automatic Treasury Machine;60d;-91.5907221
Automatic Treasury Machine;90d;-91.5907221
OpenServ;1h;-2.48959289
OpenServ;24h;-1.92921434
OpenServ;7d;30.19140397
OpenServ;30d;-25.50407535
OpenServ;60d;-32.34017402
OpenServ;90d;-60.3342568
Silver;1h;0.22067695
Silver;24h;-0.38901522
Silver;7d;2.16713961
Silver;30d;3.20988239
Silver;60d;6.70835244
Silver;90d;16.31840843
Elon for AfD;1h;-0.98524858
Elon for AfD;24h;-0.99052904
Elon for AfD;7d;-2.35543278
Elon for AfD;30d;-47.45564194
Elon for AfD;60d;-82.98191227
Elon for AfD;90d;-82.98191227
Bitcoin Cats;1h;-0.34573342
Bitcoin Cats;24h;2.03258811
Bitcoin Cats;7d;2.91891243
Bitcoin Cats;30d;-28.2990329
Bitcoin Cats;60d;-62.55529206
Bitcoin Cats;90d;-76.34491071
Navigate;1h;-1.14753605
Navigate;24h;-21.8532077
Navigate;7d;-6.09266372
Navigate;30d;-51.82048453
Navigate;60d;-51.82048453
Navigate;90d;-51.82048453
Higher;1h;-2.08777884
Higher;24h;4.02989968
Higher;7d;70.19564975
Higher;30d;8.39428511
Higher;60d;-7.21635657
Higher;90d;-46.53387062
Hivello;1h;-0.73670295
Hivello;24h;-5.43232984
Hivello;7d;-15.47907602
Hivello;30d;-53.0296641
Hivello;60d;-53.0296641
Hivello;90d;-53.0296641
Miu;1h;-1.31091905
Miu;24h;4.19282022
Miu;7d;5.87477921
Miu;30d;-21.29126955
Miu;60d;-25.30533315
Miu;90d;-25.30533315
Project89;1h;-3.51773182
Project89;24h;7.10209036
Project89;7d;4.11207156
Project89;30d;-46.67546091
Project89;60d;-89.98031971
Project89;90d;-88.0135094
Focai.fun;1h;-0.22559155
Focai.fun;24h;-17.4125329
Focai.fun;7d;-71.11427801
Focai.fun;30d;-96.70693689
Focai.fun;60d;-99.30992383
Focai.fun;90d;-99.75182407
Ross Ulbricht;1h;-2.96372485
Ross Ulbricht;24h;-2.58073806
Ross Ulbricht;7d;-15.17366322
Ross Ulbricht;30d;-42.90556417
Ross Ulbricht;60d;-99.7573988
Ross Ulbricht;90d;-99.04254074
DOPU The Dog with A Purpose;1h;-0.63157836
DOPU The Dog with A Purpose;24h;7.13704086
DOPU The Dog with A Purpose;7d;4.15419619
DOPU The Dog with A Purpose;30d;7.50021409
DOPU The Dog with A Purpose;60d;-17.44547517
DOPU The Dog with A Purpose;90d;63.5269112
AiShiba;1h;1.33422889
AiShiba;24h;4.0493903
AiShiba;7d;-17.89610317
AiShiba;30d;-37.77586712
AiShiba;60d;-50.74883857
AiShiba;90d;-64.39859452
flocoin;1h;1.66935066
flocoin;24h;-9.2181181
flocoin;7d;-9.2181181
flocoin;30d;-9.2181181
flocoin;60d;-9.2181181
flocoin;90d;-9.2181181
SOFA Org;1h;-0.47550352
SOFA Org;24h;0.47532291
SOFA Org;7d;2.55902905
SOFA Org;30d;-32.28850799
SOFA Org;60d;-42.88366544
SOFA Org;90d;-47.78706157
ATM (BSC);1h;-3.67912881
ATM (BSC);24h;-15.85015122
ATM (BSC);7d;-80.92894961
ATM (BSC);30d;-80.77193167
ATM (BSC);60d;-80.77193167
ATM (BSC);90d;-80.77193167
Lava Network;1h;-0.30162439
Lava Network;24h;5.7250421
Lava Network;7d;6.2108901
Lava Network;30d;-29.62632631
Lava Network;60d;-54.69234159
Lava Network;90d;-12.27744109
Lufina;1h;-0.84818514
Lufina;24h;1.78894148
Lufina;7d;2.60778688
Lufina;30d;-23.71570543
Lufina;60d;-37.43240372
Lufina;90d;30.83212717
CoinW Token;1h;0.0
CoinW Token;24h;0.0
CoinW Token;7d;0.75600642
CoinW Token;30d;-23.1654903
CoinW Token;60d;-32.54120776
CoinW Token;90d;-32.2024759
OSCAR;1h;-2.64759666
OSCAR;24h;1.62393718
OSCAR;7d;5.12083914
OSCAR;30d;-8.35579097
OSCAR;60d;-59.49796544
OSCAR;90d;-65.73168384
PinEye;1h;-0.49020269
PinEye;24h;-10.25895534
PinEye;7d;-10.86993416
PinEye;30d;-75.33651378
PinEye;60d;-98.62429309
PinEye;90d;-98.62429309
EscoinToken;1h;-0.09075825
EscoinToken;24h;-1.57603602
EscoinToken;7d;-1.74485716
EscoinToken;30d;-65.03666219
EscoinToken;60d;-66.7498687
EscoinToken;90d;-66.19053297
EARNM;1h;0.00464209
EARNM;24h;0.21824031
EARNM;7d;-19.12077399
EARNM;30d;-77.16860534
EARNM;60d;-77.67975402
EARNM;90d;-88.55671052
FIGHT;1h;-0.34943105
FIGHT;24h;7.36418696
FIGHT;7d;-17.78232266
FIGHT;30d;-25.32004239
FIGHT;60d;-94.75976002
FIGHT;90d;427.06201291
Broccoli (Bounce Finance);1h;-1.40255277
Broccoli (Bounce Finance);24h;-23.1816649
Broccoli (Bounce Finance);7d;-60.6754878
Broccoli (Bounce Finance);30d;-56.02220429
Broccoli (Bounce Finance);60d;-94.68297374
Broccoli (Bounce Finance);90d;-94.68297374
Berry;1h;-0.02607248
Berry;24h;-0.50724269
Berry;7d;0.76158473
Berry;30d;-30.70601397
Berry;60d;-44.53281161
Berry;90d;-39.10050021
Abraham Elite;1h;0.0
Abraham Elite;24h;0.0
Abraham Elite;7d;0.0
Abraham Elite;30d;-88.86461467
Abraham Elite;60d;-85.83534039
Abraham Elite;90d;-89.11128274
MATES;1h;-0.26625054
MATES;24h;-0.03916595
MATES;7d;-6.47306646
MATES;30d;-31.66033932
MATES;60d;-95.71190239
MATES;90d;-94.52049926
Squid Game (squidgame.top);1h;0.0
Squid Game (squidgame.top);24h;-99.17556828
Squid Game (squidgame.top);7d;-86.06452749
Squid Game (squidgame.top);30d;-84.78943759
Squid Game (squidgame.top);60d;-99.92581715
Squid Game (squidgame.top);90d;-39.86757934
Froge (ETH);1h;-2.04080026
Froge (ETH);24h;1.50078605
Froge (ETH);7d;8.65226387
Froge (ETH);30d;-47.12782776
Froge (ETH);60d;-67.18848971
Froge (ETH);90d;-89.96945148
meme (Ordinals);1h;-1.05399855
meme (Ordinals);24h;-2.07095389
meme (Ordinals);7d;-2.76367076
meme (Ordinals);30d;-51.80982638
meme (Ordinals);60d;-77.23566188
meme (Ordinals);90d;-84.77746021
MISHA;1h;0.01284947
MISHA;24h;-22.7947656
MISHA;7d;-12.69022866
MISHA;30d;-42.86450282
MISHA;60d;-38.14929789
MISHA;90d;-71.55910202
Quantoz USDQ;1h;0.03727193
Quantoz USDQ;24h;-0.00999423
Quantoz USDQ;7d;0.2736721
Quantoz USDQ;30d;-0.09514542
Quantoz USDQ;60d;0.18300113
Quantoz USDQ;90d;0.24538571
Seal;1h;-0.75497297
Seal;24h;-4.704866
Seal;7d;-1.62841739
Seal;30d;-39.43898326
Seal;60d;-69.52346812
Seal;90d;-78.05355307
Autonomous Virtual Beings;1h;8.29009861
Autonomous Virtual Beings;24h;14.26766783
Autonomous Virtual Beings;7d;-18.22045117
Autonomous Virtual Beings;30d;-3.03584244
Autonomous Virtual Beings;60d;-83.29016026
Autonomous Virtual Beings;90d;-82.311722
Gyroscope GYD;1h;0.00711024
Gyroscope GYD;24h;0.00361234
Gyroscope GYD;7d;0.01025512
Gyroscope GYD;30d;0.00411295
Gyroscope GYD;60d;0.01360506
Gyroscope GYD;90d;0.00129392
Expert Infra;1h;-1.18480657
Expert Infra;24h;0.09856283
Expert Infra;7d;5.09531097
Expert Infra;30d;-98.11425134
Expert Infra;60d;-98.11425134
Expert Infra;90d;-98.11425134
Love Earn Enjoy;1h;-0.00019593
Love Earn Enjoy;24h;-0.00250491
Love Earn Enjoy;7d;-0.2947723
Love Earn Enjoy;30d;-7.72373685
Love Earn Enjoy;60d;-7.49593661
Love Earn Enjoy;90d;18.46951436
PiggyPiggy;1h;-0.01663661
PiggyPiggy;24h;-1.63128732
PiggyPiggy;7d;6.86256042
PiggyPiggy;30d;-40.4524564
PiggyPiggy;60d;-52.43695874
PiggyPiggy;90d;-68.31986556
HashPack;1h;-1.35875584
HashPack;24h;6.97591587
HashPack;7d;-5.48334873
HashPack;30d;-22.0425897
HashPack;60d;-57.44118713
HashPack;90d;-63.93906438
BitMEX Token;1h;1.5389045
BitMEX Token;24h;8.0532459
BitMEX Token;7d;4.73612947
BitMEX Token;30d;-2.35350318
BitMEX Token;60d;84.54473596
BitMEX Token;90d;99.76471024
Hypurr Fun;1h;1.09384898
Hypurr Fun;24h;13.11501854
Hypurr Fun;7d;47.48009335
Hypurr Fun;30d;-48.08678897
Hypurr Fun;60d;-76.74097444
Hypurr Fun;90d;-80.65740228
Quantlytica;1h;0.54084083
Quantlytica;24h;-1.95289581
Quantlytica;7d;-19.33180973
Quantlytica;30d;12.23099825
Quantlytica;60d;-37.11405629
Quantlytica;90d;197.46828299
M3M3;1h;-2.30177838
M3M3;24h;7.54449739
M3M3;7d;7.4032146
M3M3;30d;-74.77541742
M3M3;60d;-96.18866519
M3M3;90d;-92.52733873
Kanga Exchange Token;1h;-0.08614481
Kanga Exchange Token;24h;0.1662338
Kanga Exchange Token;7d;-8.34696514
Kanga Exchange Token;30d;-14.50421705
Kanga Exchange Token;60d;-30.81823304
Kanga Exchange Token;90d;-30.36784473
BNB Agents;1h;0.45421908
BNB Agents;24h;4.9028884
BNB Agents;7d;28.28870677
BNB Agents;30d;-74.845732
BNB Agents;60d;-76.14827246
BNB Agents;90d;-76.14827246
ASSAI;1h;0.03410638
ASSAI;24h;3.47806391
ASSAI;7d;2.80895335
ASSAI;30d;-32.61181525
ASSAI;60d;-97.61666978
ASSAI;90d;-96.86602485
LoveBit;1h;-0.02350444
LoveBit;24h;-0.54758636
LoveBit;7d;25.47937175
LoveBit;30d;-11.94630406
LoveBit;60d;-10.2825427
LoveBit;90d;-74.30640849
Boblles;1h;-0.14756417
Boblles;24h;8.83118984
Boblles;7d;-0.31094162
Boblles;30d;45.03035018
Boblles;60d;-26.41984286
Boblles;90d;-32.51457101
GoGoPool AVAX;1h;-1.69284108
GoGoPool AVAX;24h;-1.20218299
GoGoPool AVAX;7d;-0.98115018
GoGoPool AVAX;30d;-21.44338564
GoGoPool AVAX;60d;-81.46782498
GoGoPool AVAX;90d;-46.15085161
Capverse;1h;0.38317029
Capverse;24h;-1.26553613
Capverse;7d;18.95201147
Capverse;30d;-20.37632717
Capverse;60d;-36.71353472
Capverse;90d;-47.33304345
Goku Super Saiyan;1h;-3.09477661
Goku Super Saiyan;24h;2.91893778
Goku Super Saiyan;7d;35.47550674
Goku Super Saiyan;30d;-28.77105419
Goku Super Saiyan;60d;-72.87183008
Goku Super Saiyan;90d;-72.87183008
Morpheus;1h;-0.58293045
Morpheus;24h;5.36304386
Morpheus;7d;-6.40413166
Morpheus;30d;-57.73115021
Morpheus;60d;-53.75392932
Morpheus;90d;-52.07752249
Optio;1h;-0.62581653
Optio;24h;1.15426272
Optio;7d;3.39141442
Optio;30d;54.73009266
Optio;60d;54.73009266
Optio;90d;54.73009266
BBAChain;1h;-0.91723706
BBAChain;24h;1.66677919
BBAChain;7d;-2.0978908
BBAChain;30d;5.82751985
BBAChain;60d;-0.82606981
BBAChain;90d;-46.78608837
Kitten Haimer;1h;-0.02851802
Kitten Haimer;24h;3.55507702
Kitten Haimer;7d;-6.75119118
Kitten Haimer;30d;-22.24314454
Kitten Haimer;60d;-85.9758761
Kitten Haimer;90d;-89.62983153
New Born Haggis Pygmy Hippo;1h;-1.69478617
New Born Haggis Pygmy Hippo;24h;2.57634737
New Born Haggis Pygmy Hippo;7d;-0.00143766
New Born Haggis Pygmy Hippo;30d;-34.68600167
New Born Haggis Pygmy Hippo;60d;-61.08040814
New Born Haggis Pygmy Hippo;90d;-81.34573713
Vow;1h;-0.25268293
Vow;24h;2.93498141
Vow;7d;10.74022436
Vow;30d;6.62193866
Vow;60d;-26.90315361
Vow;90d;-47.53458977
AASToken;1h;-0.04075269
AASToken;24h;-0.06680604
AASToken;7d;2.96056103
AASToken;30d;-44.69518645
